"word","phonetic","part_of_speech_and_meanings","example_sentence","example_translation","audio_uk","audio_us"
"of","[ɔv]","prep.出生于 住在 关于 ...的 由于","The book of history is fascinating.","历史书很吸引人。","https://dict.youdao.com/dictvoice?type=1&audio=of","https://dict.youdao.com/dictvoice?type=2&audio=of"
"off","[ɔ:f]","adv.(离)开 (停)止 出发 距离隔断 分割 不继续运行 下台 adj.远的 休假的 空闲的 落后懈怠的 prep.离开 脱落 下班 vi.离开 走开","The plane took off on time.","飞机准时起飞。","https://dict.youdao.com/dictvoice?type=1&audio=off","https://dict.youdao.com/dictvoice?type=2&audio=off"
"offend","[ə'fend]","vt.冒犯 犯罪 vi.犯过错 令人不适 违反","I didn't mean to offend you.","我无意冒犯你。","https://dict.youdao.com/dictvoice?type=1&audio=offend","https://dict.youdao.com/dictvoice?type=2&audio=offend"
"offer","['ɔ:fə]","vt.提供 提出 出价 贡献 奉献 vi.提议 出现 求婚 n.提供 出价","They offered help to the victims.","他们向受害者提供了帮助。","https://dict.youdao.com/dictvoice?type=1&audio=offer","https://dict.youdao.com/dictvoice?type=2&audio=offer"
"office","['ɔ:fis]","n.办公室 职务 事务 处 局 社","I work in an office downtown.","我在市中心的办公室工作。","https://dict.youdao.com/dictvoice?type=1&audio=office","https://dict.youdao.com/dictvoice?type=2&audio=office"
"officer","['ɔ:fisə]","n.官员 干事 军官 vt.提供官员 指挥","The police officer stopped the car.","警察拦下了那辆车。","https://dict.youdao.com/dictvoice?type=1&audio=officer","https://dict.youdao.com/dictvoice?type=2&audio=officer"
"official","[ə'fiʃəl]","adj.官员的 官方的 正式的 有权威的 n.官员","The official announcement was made yesterday.","官方公告昨天发布。","https://dict.youdao.com/dictvoice?type=1&audio=official","https://dict.youdao.com/dictvoice?type=2&audio=official"
"often","['ɔ:fən]","adv.经常 常常","We often go hiking on weekends.","我们常常在周末去远足。","https://dict.youdao.com/dictvoice?type=1&audio=often","https://dict.youdao.com/dictvoice?type=2&audio=often"
"oh","[əu]","int.嗬 哦 唉呀","Oh! I forgot my keys.","哦！我忘带钥匙了。","https://dict.youdao.com/dictvoice?type=1&audio=oh","https://dict.youdao.com/dictvoice?type=2&audio=oh"
"oil","[ɔil]","n.油 石油 油画颜料 奉承话 vt.加油于 涂油 溶化","The engine needs more oil.","发动机需要更多油。","https://dict.youdao.com/dictvoice?type=1&audio=oil","https://dict.youdao.com/dictvoice?type=2&audio=oil"
"okay","[əʊ'kei]","adv. & adj.<表示同意或允许>对 好 同意 vt.同意","Is it okay if I sit here?","我坐这里可以吗？","https://dict.youdao.com/dictvoice?type=1&audio=okay","https://dict.youdao.com/dictvoice?type=2&audio=okay"
"old","[əuld]","a.老的 某年龄的 以前的 陈旧的 熟悉的 成熟的 ...岁的 n.古时 某年龄","He is an old friend of mine.","他是我的老朋友。","https://dict.youdao.com/dictvoice?type=1&audio=old","https://dict.youdao.com/dictvoice?type=2&audio=old"
"omit","[əu'mit]","vt.省略 省去 遗漏 疏忽","Please do not omit any details.","请不要遗漏任何细节。","https://dict.youdao.com/dictvoice?type=1&audio=omit","https://dict.youdao.com/dictvoice?type=2&audio=omit"
"on","[ɔn]","prep.在...上 在...旁 由...支撑着 在(某一天) 使用 根据 [计算机]开 adv.穿着 向前(移动) 表示持续性 adj.表示已连接、处于工作状态或使用中 表示发生 值班 abbr.=Ontario 安大略湖","The book is on the table.","书在桌子上。","https://dict.youdao.com/dictvoice?type=1&audio=on","https://dict.youdao.com/dictvoice?type=2&audio=on"
"once","[wʌns]","adv.一次 曾经 n.一次 conj.一旦","I have only met him once.","我只见过他一次。","https://dict.youdao.com/dictvoice?type=1&audio=once","https://dict.youdao.com/dictvoice?type=2&audio=once"
"one","[wʌn]","num.一 pron.一个人 某人 任何人 n.一 第一个 一美元纸币 adj.单一的 某一个 同一种类的 同意的 唯一的","One should always tell the truth.","一个人应该总是讲真话。","https://dict.youdao.com/dictvoice?type=1&audio=one","https://dict.youdao.com/dictvoice?type=2&audio=one"
"oneself","[wʌn'self]","pron.自己 亲自","One should always respect oneself.","一个人应该总是尊重自己。","https://dict.youdao.com/dictvoice?type=1&audio=oneself","https://dict.youdao.com/dictvoice?type=2&audio=oneself"
"onion","['ʌnjən]","n.洋葱 洋葱头","I chopped an onion for the salad.","我为沙拉切了一颗洋葱。","https://dict.youdao.com/dictvoice?type=1&audio=onion","https://dict.youdao.com/dictvoice?type=2&audio=onion"
"only","['əunli]","adv.只 仅仅 专门地 唯一地 刚才 adj.最好的 唯一的 出众的 conj.除非 但是 然而 毕竟","She is the only person who knows the truth.","她是唯一知道真相的人。","https://dict.youdao.com/dictvoice?type=1&audio=only","https://dict.youdao.com/dictvoice?type=2&audio=only"
"onto","['ɔntu:']","prep.到...上","He climbed onto the roof.","他爬上了屋顶。","https://dict.youdao.com/dictvoice?type=1&audio=onto","https://dict.youdao.com/dictvoice?type=2&audio=onto"
"open","['əupən']","adj.开的 开着的 开放的 公开的 vt.开 打开 公開 开放 开始 vi.开 通行 大叫 n.公户 户外空旷","The shop is open from 9 am to 9 pm.","这家店从早上9点开到晚上9点。","https://dict.youdao.com/dictvoice?type=1&audio=open","https://dict.youdao.com/dictvoice?type=2&audio=open"
"opening","['əupəniŋ']","adj.开始的 n.开始 开口 揭幕 空缺的职务","The opening ceremony was spectacular.","开幕式非常壮观。","https://dict.youdao.com/dictvoice?type=1&audio=opening","https://dict.youdao.com/dictvoice?type=2&audio=opening"
"opera","['ɔpərə']","n.歌剧 挪威Opera软件公司的浏览器软件","I bought tickets to see an opera.","我买了歌剧的票。","https://dict.youdao.com/dictvoice?type=1&audio=opera","https://dict.youdao.com/dictvoice?type=2&audio=opera"
"operate","['ɔpəreit']","vi.操作 施行手术 运转 vt.起作用 动手术","The machine operates automatically.","这台机器自动运作。","https://dict.youdao.com/dictvoice?type=1&audio=operate","https://dict.youdao.com/dictvoice?type=2&audio=operate"
"operation","[.ɔpə'reiʃən]","n.操作 手术 运算 行动 活动","The hospital performed a successful operation.","医院进行了成功的手术。","https://dict.youdao.com/dictvoice?type=1&audio=operation","https://dict.youdao.com/dictvoice?type=2&audio=operation"
"operational","[.ɔpə'reiʃənəl]","adj.操作上的 可使用的 运作的","The system is now fully operational.","系统现在完全可用。","https://dict.youdao.com/dictvoice?type=1&audio=operational","https://dict.youdao.com/dictvoice?type=2&audio=operational"
"operator","['ɔpə.reitə']","n.操作人员 接线员 管理者 技工 报务员","The telephone operator connected my call.","接线员接通了我的电话。","https://dict.youdao.com/dictvoice?type=1&audio=operator","https://dict.youdao.com/dictvoice?type=2&audio=operator"
"opinion","[ə'pinjən]","n.意见 看法 主张 判断","In my opinion, this is a good idea.","依我看，这是个好主意。","https://dict.youdao.com/dictvoice?type=1&audio=opinion","https://dict.youdao.com/dictvoice?type=2&audio=opinion"
"opponent","[ə'pəunənt]","n.对手 敌手 对抗者 反对者 adj.敌对的 反对的","She defeated her opponent in the match.","她在比赛中击败了对手。","https://dict.youdao.com/dictvoice?type=1&audio=opponent","https://dict.youdao.com/dictvoice?type=2&audio=opponent"
"opportunity","[.ɔpə'tju:niti]","n.机会 时机 良机","This job offers a great opportunity for growth.","这份工作提供了很好的发展机会。","https://dict.youdao.com/dictvoice?type=1&audio=opportunity","https://dict.youdao.com/dictvoice?type=2&audio=opportunity"
"oppose","[ə'pəuz]","vt.反对 反抗 以...对抗 抗争","They oppose the new policy.","他们反对这项新政策。","https://dict.youdao.com/dictvoice?type=1&audio=oppose","https://dict.youdao.com/dictvoice?type=2&audio=oppose"
"opposite","['ɔpəzit']","adj.对面的 相对的 相反的 n.对立物 对立者 对手 adv.在对面地 处于相反位置地 prep.在...对面","The bank is opposite the park.","银行在公园的对面。","https://dict.youdao.com/dictvoice?type=1&audio=opposite","https://dict.youdao.com/dictvoice?type=2&audio=opposite"
"oppress","[ə'pres]","vt.压迫 压制 (某人)压抑 使(心情等)沉重 使烦恼","The regime oppressed its citizens.","该政权压迫其公民。","https://dict.youdao.com/dictvoice?type=1&audio=oppress","https://dict.youdao.com/dictvoice?type=2&audio=oppress"
"optical","['ɔptikəl']","adj.眼的 眼睛的 视觉的 光学的","Optical illusions can trick the eye.","视觉错觉会欺骗人眼。","https://dict.youdao.com/dictvoice?type=1&audio=optical","https://dict.youdao.com/dictvoice?type=2&audio=optical"
"optimistic","[.ɔpti'mistik]","adj.乐观的 乐观主义的","He is optimistic about the future.","他对未来很乐观。","https://dict.youdao.com/dictvoice?type=1&audio=optimistic","https://dict.youdao.com/dictvoice?type=2&audio=optimistic"
"option","['ɔpʃən']","n.选择 选择权 可选物 vt.选择","You have the option to work from home.","你可以选择在家工作。","https://dict.youdao.com/dictvoice?type=1&audio=option","https://dict.youdao.com/dictvoice?type=2&audio=option"
"optional","['ɔpʃənl']","adj.可以任意选择的","Participation in the course is optional.","参加这门课程是可选的。","https://dict.youdao.com/dictvoice?type=1&audio=optional","https://dict.youdao.com/dictvoice?type=2&audio=optional"
"or","[ɔ:,ə]","conj.或 或者 即 还 是否则","Would you like tea or coffee?","你想要茶还是咖啡？","https://dict.youdao.com/dictvoice?type=1&audio=or","https://dict.youdao.com/dictvoice?type=2&audio=or"
"oral","['ɔ:rəl']","adj.口头的 口的 n.口试","We had an oral exam yesterday.","我们昨天进行了口试。","https://dict.youdao.com/dictvoice?type=1&audio=oral","https://dict.youdao.com/dictvoice?type=2&audio=oral"
"orange","['ɔ:rindʒ']","n.橙(树) 柑(树) 橙黄色 adj.橙色的","I ate an orange for breakfast.","我早餐吃了一个橙子。","https://dict.youdao.com/dictvoice?type=1&audio=orange","https://dict.youdao.com/dictvoice?type=2&audio=orange"
"orbit","['ɔ:bit']","n.运行轨道 势力范围 眼眶 轨迹 vt.环绕 绕轨道而行 进入轨道 vi.盘旋","The satellite orbits the Earth.","卫星围绕地球运行。","https://dict.youdao.com/dictvoice?type=1&audio=orbit","https://dict.youdao.com/dictvoice?type=2&audio=orbit"
"orchestra","['ɔ:kistrə']","n.管弦乐队","The orchestra played beautifully.","管弦乐队演奏得很美。","https://dict.youdao.com/dictvoice?type=1&audio=orchestra","https://dict.youdao.com/dictvoice?type=2&audio=orchestra"
"order","['ɔ:də']","n.次序 整齐 勋章 阶级 决议 订单 命令 vt.命令 调整 定购","Please place your order online.","请在线下订单。","https://dict.youdao.com/dictvoice?type=1&audio=order","https://dict.youdao.com/dictvoice?type=2&audio=order"
"orderly","['ɔ:dəli']","adj.整洁的 有秩序的 一丝不苟的 和平的 adv.有秩序地 有条理地 依次地 n.勤务兵(医院的)勤务工","The files are kept in an orderly manner.","文件保持有序。","https://dict.youdao.com/dictvoice?type=1&audio=orderly","https://dict.youdao.com/dictvoice?type=2&audio=orderly"
"ordinary","['ɔ:dnri']","adj.平常的 平凡的 普通的","He is just an ordinary man.","他只是一个普通人。","https://dict.youdao.com/dictvoice?type=1&audio=ordinary","https://dict.youdao.com/dictvoice?type=2&audio=ordinary"
"ore","[ɔ:]","n.矿 矿石 矿砂","The mine produces iron ore.","矿山生产铁矿石。","https://dict.youdao.com/dictvoice?type=1&audio=ore","https://dict.youdao.com/dictvoice?type=2&audio=ore"
"organ","['ɔ:gən']","n.器官 机构 管风琴 机关 报刊","The heart is a vital organ.","心脏是重要的器官。","https://dict.youdao.com/dictvoice?type=1&audio=organ","https://dict.youdao.com/dictvoice?type=2&audio=organ"
"organic","[ɔ:'gænik]","adj.有机体的 器官的 根本的 接近自然的 n.有机物质","I prefer organic vegetables.","我更喜欢有机蔬菜。","https://dict.youdao.com/dictvoice?type=1&audio=organic","https://dict.youdao.com/dictvoice?type=2&audio=organic"
"organism","['ɔ:gənizəm']","n.生物体 有机体","The human organism is complex.","人体是复杂的生物体。","https://dict.youdao.com/dictvoice?type=1&audio=organism","https://dict.youdao.com/dictvoice?type=2&audio=organism"
"organization","[.ɔ:gənai'zeiʃən]","n.组织 团体 机构 adj.有组织的","The organization helps the needy.","该组织帮助贫困者。","https://dict.youdao.com/dictvoice?type=1&audio=organization","https://dict.youdao.com/dictvoice?type=2&audio=organization"
"organize","['ɔ:gənaiz']","vt.组织 编组 vi.组织起来","We need to organize the event efficiently.","我们需要高效地组织活动。","https://dict.youdao.com/dictvoice?type=1&audio=organize","https://dict.youdao.com/dictvoice?type=2&audio=organize"
"oriental","[.ɔ(:)ri'entl]","adj.东方(人)的 东方国家的 贵重的","She bought an oriental vase for decoration.","她买了一个东方花瓶作装饰。","https://dict.youdao.com/dictvoice?type=1&audio=oriental","https://dict.youdao.com/dictvoice?type=2&audio=oriental"
"origin","['ɔridʒin]","n.起源 由来 出身","The origin of the universe is still a mystery.","宇宙的起源仍然是个谜。","https://dict.youdao.com/dictvoice?type=1&audio=origin","https://dict.youdao.com/dictvoice?type=2&audio=origin"
"original","[ə'ridʒənl]","adj.最初的 新颖的 原始的 有独创性的 原版的 n.原件 原稿 有独创性的人 怪人","The artist presented an original painting at the gallery.","艺术家在画廊展示了一幅原作。","https://dict.youdao.com/dictvoice?type=1&audio=original","https://dict.youdao.com/dictvoice?type=2&audio=original"
"ornament","['ɔ:nəmənt]","n.装饰物 vt.装饰","They hung ornaments on the Christmas tree.","他们在圣诞树上挂上了装饰品。","https://dict.youdao.com/dictvoice?type=1&audio=ornament","https://dict.youdao.com/dictvoice?type=2&audio=ornament"
"orphan","['ɔ:fən]","n.孤儿 adj.无双亲的 孤儿的 vt.成孤儿","The charity helps orphans with education.","这家慈善机构帮助孤儿接受教育。","https://dict.youdao.com/dictvoice?type=1&audio=orphan","https://dict.youdao.com/dictvoice?type=2&audio=orphan"
"other","['ʌðə]","adj.另外的 别的 其余的 pron.另一个人(或事) n.其他人(或事) adv.否则 不同地","Some students are early, others are late.","有些学生早到，其他学生迟到。","https://dict.youdao.com/dictvoice?type=1&audio=other","https://dict.youdao.com/dictvoice?type=2&audio=other"
"otherwise","['ʌðəwaiz]","adv.另外 要不然 否则 不同地 在不同方面 pron.其他 adj.不同的","You must finish your homework; otherwise, you cannot watch TV.","你必须完成作业，否则不能看电视。","https://dict.youdao.com/dictvoice?type=1&audio=otherwise","https://dict.youdao.com/dictvoice?type=2&audio=otherwise"
"ought","[ɔ:t]","v.aux.应当 应该 conj.应该 大概","You ought to apologize for your mistake.","你应该为你的错误道歉。","https://dict.youdao.com/dictvoice?type=1&audio=ought","https://dict.youdao.com/dictvoice?type=2&audio=ought"
"ounce","[auns]","n.盎司 英两","The recipe calls for two ounces of sugar.","这个食谱需要两盎司糖。","https://dict.youdao.com/dictvoice?type=1&audio=ounce","https://dict.youdao.com/dictvoice?type=2&audio=ounce"
"our","['auə']","pron.我们的 adj.我们的","Our house is near the park.","我们的房子在公园附近。","https://dict.youdao.com/dictvoice?type=1&audio=our","https://dict.youdao.com/dictvoice?type=2&audio=our"
"ours","['auəz']","pron.我们的","The car is ours.","这辆车是我们的。","https://dict.youdao.com/dictvoice?type=1&audio=ours","https://dict.youdao.com/dictvoice?type=2&audio=ours"
"ourselves","[.auə'selvz]","pron.我们自己","We should take care of ourselves.","我们应该照顾好自己。","https://dict.youdao.com/dictvoice?type=1&audio=ourselves","https://dict.youdao.com/dictvoice?type=2&audio=ourselves"
"out","[aut]","adv.出 在外 向外 出现 现出来 离岸 外出 出去 出局 用尽 完成 结束 adj.外面的 向外的 落伍的 不做考虑的 vt.释放出 结露 vi.揭发 prep.向外 通过 n.外面 在野者 下台者 出局的一击","He went out for a walk.","他出去散步了。","https://dict.youdao.com/dictvoice?type=1&audio=out","https://dict.youdao.com/dictvoice?type=2&audio=out"
"outcome","['autkʌm]","n.结果 后果 成果","The outcome of the match surprised everyone.","比赛的结果让所有人感到惊讶。","https://dict.youdao.com/dictvoice?type=1&audio=outcome","https://dict.youdao.com/dictvoice?type=2&audio=outcome"
"outdoor","['autdɔ:']","adj.户外的 室外的 野外的 露天的","We enjoy outdoor activities during summer.","我们夏天喜欢户外活动。","https://dict.youdao.com/dictvoice?type=1&audio=outdoor","https://dict.youdao.com/dictvoice?type=2&audio=outdoor"
"outdoors","['aut'dɔ:z']","adv.在户外 在野外 n.露天 野外","Let's have lunch outdoors.","我们在户外吃午饭吧。","https://dict.youdao.com/dictvoice?type=1&audio=outdoors","https://dict.youdao.com/dictvoice?type=2&audio=outdoors"
"outer","['autə']","adj.外部的 外面的","The outer layer of the cake is chocolate.","蛋糕的外层是巧克力。","https://dict.youdao.com/dictvoice?type=1&audio=outer","https://dict.youdao.com/dictvoice?type=2&audio=outer"
"outlet","['autlet']","n.出口 出路 通风口 批发商店 排遣","There is a shopping outlet nearby.","附近有一个购物直销店。","https://dict.youdao.com/dictvoice?type=1&audio=outlet","https://dict.youdao.com/dictvoice?type=2&audio=outlet"
"outline","['autlain']","n.轮廓 略图 大纲 概要 素描 vt.描画轮廓 描述要点","The teacher asked us to outline the essay before writing.","老师要求我们在写作前先写出文章大纲。","https://dict.youdao.com/dictvoice?type=1&audio=outline","https://dict.youdao.com/dictvoice?type=2&audio=outline"
"outlook","['autluk']","n.观点 看法 展望 前景 景色","Her outlook on life is very positive.","她对生活的看法非常积极。","https://dict.youdao.com/dictvoice?type=1&audio=outlook","https://dict.youdao.com/dictvoice?type=2&audio=outlook"
"output","['autput']","n.产量 输出量 输出 输出功率 输出端 vt.输出(信息等)","The factory increased its output this year.","工厂今年增加了产量。","https://dict.youdao.com/dictvoice?type=1&audio=output","https://dict.youdao.com/dictvoice?type=2&audio=output"
"outset","['autset']","n.开始 开端","From the outset, we knew it would be a challenge.","从一开始，我们就知道这将是一个挑战。","https://dict.youdao.com/dictvoice?type=1&audio=outset","https://dict.youdao.com/dictvoice?type=2&audio=outset"
"outside","['aut'said']","n.外部 外表 adj.外部的 adv.在外面 prep.在...外 pron.在...外边","He waited outside the office.","他在办公室外等候。","https://dict.youdao.com/dictvoice?type=1&audio=outside","https://dict.youdao.com/dictvoice?type=2&audio=outside"
"outskirt","['aut.skə:t']","n.外边 郊区","They live on the outskirts of the city.","他们住在城市的郊区。","https://dict.youdao.com/dictvoice?type=1&audio=outskirt","https://dict.youdao.com/dictvoice?type=2&audio=outskirt"
"outstanding","[aut'stændiŋ]","adj.突出的 杰出的 显著的 未支付的","She received an award for her outstanding performance.","她因杰出的表现获得了奖项。","https://dict.youdao.com/dictvoice?type=1&audio=outstanding","https://dict.youdao.com/dictvoice?type=2&audio=outstanding"
"outward","[autwəd]","adj.外面的 向外的 表面的 外部的 adv.向外 在外 表面","The ship showed outward signs of damage.","船显示出外部损坏的迹象。","https://dict.youdao.com/dictvoice?type=1&audio=outward","https://dict.youdao.com/dictvoice?type=2&audio=outward"
"outwards","[autwədz]","adv.向外 在外 外表上 往海外","The tide flows outwards.","潮水向外流。","https://dict.youdao.com/dictvoice?type=1&audio=outwards","https://dict.youdao.com/dictvoice?type=2&audio=outwards"
"oven","['ʌvən']","n.炉 灶 烘箱 烤炉","She baked bread in the oven.","她在烤箱里烤面包。","https://dict.youdao.com/dictvoice?type=1&audio=oven","https://dict.youdao.com/dictvoice?type=2&audio=oven"
"over","['əuvə']","prep.在...上方 超过 表示能控制 在...期间 adj.结束的 超过的 多余的 adv.结束 落下 穿过 完全覆盖 vt.越过","He jumped over the fence.","他跳过了栅栏。","https://dict.youdao.com/dictvoice?type=1&audio=over","https://dict.youdao.com/dictvoice?type=2&audio=over"
"overall","[əuvə'rɔ:l]","n.工装裤 防护服 罩衫 adj.全面的 全部的 全体的 一切在内的 adv.总的来说 全部地","Overall, the project was a success.","总体来说，这个项目是成功的。","https://dict.youdao.com/dictvoice?type=1&audio=overall","https://dict.youdao.com/dictvoice?type=2&audio=overall"
"overcoat","['əuvəkəut]","n.外衣 大衣","He wore a heavy overcoat in winter.","他冬天穿着厚大衣。","https://dict.youdao.com/dictvoice?type=1&audio=overcoat","https://dict.youdao.com/dictvoice?type=2&audio=overcoat"
"overcome","[.əuvə'kʌm]","vt.战胜 克服(感情等) 压倒 使受不了 vi.获胜 赢","She overcame her fear of heights.","她克服了恐高。","https://dict.youdao.com/dictvoice?type=1&audio=overcome","https://dict.youdao.com/dictvoice?type=2&audio=overcome"
"overhead","['əuvə'hed]","adj.在头顶上的 架空的 高架的 n.经常开支 普通用费 adv.在头顶上 在空中 在高处","The chandelier hangs overhead.","吊灯悬挂在头顶上。","https://dict.youdao.com/dictvoice?type=1&audio=overhead","https://dict.youdao.com/dictvoice?type=2&audio=overhead"
"overlook","[.əuvə'luk]","vt.眺望 俯瞰 远眺 看漏 放任 忽视 n.高出","From the balcony, you can overlook the garden.","从阳台可以俯瞰花园。","https://dict.youdao.com/dictvoice?type=1&audio=overlook","https://dict.youdao.com/dictvoice?type=2&audio=overlook"
"overnight","['əuvə'nait]","adv.一夜 昨晚 一晚上 突然 adj.通宵的 晚上的 前夜的 n.前晚","He became famous overnight.","他一夜之间成名。","https://dict.youdao.com/dictvoice?type=1&audio=overnight","https://dict.youdao.com/dictvoice?type=2&audio=overnight"
"overseas","['əuvə'si:z]","adv.在海外 adj.在海外的","She went overseas for her studies.","她去海外留学。","https://dict.youdao.com/dictvoice?type=1&audio=overseas","https://dict.youdao.com/dictvoice?type=2&audio=overseas"
"overtake","[.əuvə'teik]","vt.追上 赶上 压倒 突然来袭","The car overtook us on the highway.","那辆车在高速上超过了我们。","https://dict.youdao.com/dictvoice?type=1&audio=overtake","https://dict.youdao.com/dictvoice?type=2&audio=overtake"
"overtime","['əuvətaim]","adj.超时的 加班的 adv.在规定时间之外 n.加班时间(加班费)","He works overtime every Friday.","他每周五都加班。","https://dict.youdao.com/dictvoice?type=1&audio=overtime","https://dict.youdao.com/dictvoice?type=2&audio=overtime"
"owe","[əu]","vt.欠(债等) 应把...归功于 vi.欠钱","I owe you ten dollars.","我欠你十美元。","https://dict.youdao.com/dictvoice?type=1&audio=owe","https://dict.youdao.com/dictvoice?type=2&audio=owe"
"owl","[aul]","n.猫头鹰 枭","The owl hooted in the night.","猫头鹰在夜里叫。","https://dict.youdao.com/dictvoice?type=1&audio=owl","https://dict.youdao.com/dictvoice?type=2&audio=owl"
"own","[əun]","adj.自己的 嫡亲的 vt.有 拥有 承认 vi.承认 pron.自己的","She owns a small cafe downtown.","她拥有市中心一家小咖啡馆。","https://dict.youdao.com/dictvoice?type=1&audio=own","https://dict.youdao.com/dictvoice?type=2&audio=own"
"owner","['əunə]","n.物主 所有人","The owner of the shop greeted us.","店主向我们打招呼。","https://dict.youdao.com/dictvoice?type=1&audio=owner","https://dict.youdao.com/dictvoice?type=2&audio=owner"
"ownership","['əunəʃip]","n.所有(权) 所有制","Home ownership is important for many people.","对很多人来说，拥有房子很重要。","https://dict.youdao.com/dictvoice?type=1&audio=ownership","https://dict.youdao.com/dictvoice?type=2&audio=ownership"
"ox","[ɔks]","n.牛 公牛 阉牛","The farmer uses an ox to plow the field.","农民用公牛犁地。","https://dict.youdao.com/dictvoice?type=1&audio=ox","https://dict.youdao.com/dictvoice?type=2&audio=ox"
"phase","[feiz]","n.阶段 时期 局面 方面 相位 vt.逐步执行 实行 按计划进行","The project is entering the next phase.","项目进入了下一个阶段。","https://dict.youdao.com/dictvoice?type=1&audio=phase","https://dict.youdao.com/dictvoice?type=2&audio=phase"
"phenomenon","[fə'nɑ:minən]","n.现象 非凡的人或事物","Auroras are a natural phenomenon.","极光是一种自然现象。","https://dict.youdao.com/dictvoice?type=1&audio=phenomenon","https://dict.youdao.com/dictvoice?type=2&audio=phenomenon"
"philosopher","[fi'lɔsəfə]","n.哲学家 思想家 达观者","Aristotle was a famous philosopher.","亚里士多德是著名的哲学家。","https://dict.youdao.com/dictvoice?type=1&audio=philosopher","https://dict.youdao.com/dictvoice?type=2&audio=philosopher"
"philosophy","[fi'lɔsəfi]","n.哲学 哲理 人生观","His philosophy of life is very positive.","他的人生观非常积极。","https://dict.youdao.com/dictvoice?type=1&audio=philosophy","https://dict.youdao.com/dictvoice?type=2&audio=philosophy"
"phone","[fəun]","n.电话 电话机 耳机 [语]音素 v.打电话","She phoned her friend last night.","她昨晚给朋友打电话。","https://dict.youdao.com/dictvoice?type=1&audio=phone","https://dict.youdao.com/dictvoice?type=2&audio=phone"
"photograph","['fəutəgrɑ:f]","n.照片 相片 vi.照相 摄影 vt.给...照相","He took a photograph of the sunset.","他拍了一张日落的照片。","https://dict.youdao.com/dictvoice?type=1&audio=photograph","https://dict.youdao.com/dictvoice?type=2&audio=photograph"
"photographic","[.fəutə'græfik]","adj.摄影的 摄影用的 逼真的","The book included photographic images of wildlife.","这本书包含了野生动物的照片。","https://dict.youdao.com/dictvoice?type=1&audio=photographic","https://dict.youdao.com/dictvoice?type=2&audio=photographic"
"phrase","[freiz]","n.短语 习惯用语 个人风格 乐句 vt.措词 表达 将(乐曲)分成乐句","The teacher asked us to learn the phrase by heart.","老师要求我们把这个短语背下来。","https://dict.youdao.com/dictvoice?type=1&audio=phrase","https://dict.youdao.com/dictvoice?type=2&audio=phrase"
"physical","['fizikəl]","adj.身体的 物质的 物理的 n.体检","Exercise is good for your physical health.","锻炼对身体健康有益。","https://dict.youdao.com/dictvoice?type=1&audio=physical","https://dict.youdao.com/dictvoice?type=2&audio=physical"
"physician","[fi'ziʃən]","n.医生 内科医生","The physician diagnosed the patient with flu.","医生诊断病人得了流感。","https://dict.youdao.com/dictvoice?type=1&audio=physician","https://dict.youdao.com/dictvoice?type=2&audio=physician"
"physicist","['fizisist]","n.物理学家 <古>自然科学家","Einstein was a renowned physicist.","爱因斯坦是著名的物理学家。","https://dict.youdao.com/dictvoice?type=1&audio=physicist","https://dict.youdao.com/dictvoice?type=2&audio=physicist"
"physics","['fiziks]","n.物理学","He studies physics at university.","他在大学学习物理学。","https://dict.youdao.com/dictvoice?type=1&audio=physics","https://dict.youdao.com/dictvoice?type=2&audio=physics"
"piano","[pi'ænəu, pi'ɑ:nəu]","n.钢琴 adj.&adv.轻柔","She plays the piano beautifully.","她钢琴弹得很美。","https://dict.youdao.com/dictvoice?type=1&audio=piano","https://dict.youdao.com/dictvoice?type=2&audio=piano"
"pick","[pik]","n.镐 鹤嘴锄 采摘 精选 精品 收获量 vt.拾摘 挑选 挑惕 剔除 戳 撬 vi.慎选 凿 吹毛求疵 采收 采摘","He picked apples from the tree.","他从树上摘苹果。","https://dict.youdao.com/dictvoice?type=1&audio=pick","https://dict.youdao.com/dictvoice?type=2&audio=pick"
"picnic","[piknik]","n.郊游 野餐 愉快的时间 猪脊肉 vi.野餐","We went on a picnic last weekend.","上周末我们去郊游野餐。","https://dict.youdao.com/dictvoice?type=1&audio=picnic","https://dict.youdao.com/dictvoice?type=2&audio=picnic"
"picture","['piktʃə]","n.画 图片 照片 景色 vt.画 描写 想像","He painted a picture of the mountains.","他画了一幅山景。","https://dict.youdao.com/dictvoice?type=1&audio=picture","https://dict.youdao.com/dictvoice?type=2&audio=picture"
"pie","[pai]","n.(西点)馅饼 派 杂乱 喜鹊 爱说话的人 饼图 vt.弄乱","She baked a delicious apple pie.","她烤了一个美味的苹果派。","https://dict.youdao.com/dictvoice?type=1&audio=pie","https://dict.youdao.com/dictvoice?type=2&audio=pie"
"piece","[pi:s]","n.碎片 块 片 篇 vt.拼合 修补 结合","I found a missing piece of the puzzle.","我找到了拼图缺失的一块。","https://dict.youdao.com/dictvoice?type=1&audio=piece","https://dict.youdao.com/dictvoice?type=2&audio=piece"
"pierce","[piəs]","vt.刺穿 穿透 洞悉 vi.穿入 n.皮尔斯","He pierced the balloon with a needle.","他用针戳破了气球。","https://dict.youdao.com/dictvoice?type=1&audio=pierce","https://dict.youdao.com/dictvoice?type=2&audio=pierce"
"pig","[pig]","n.猪 小猪 野猪","The pig rolled in the mud.","猪在泥里打滚。","https://dict.youdao.com/dictvoice?type=1&audio=pig","https://dict.youdao.com/dictvoice?type=2&audio=pig"
